"","ID","Collection","State","County","Location","Lat","Long","elevationM","estElevation","Uncertainty","Month","Day","Year","Sex","FWL","HWL","BodyLength","Thorax","ThoraxC","FileNaNme","mean_Standard","mean_Sample","max_Sample","min_Sample","white_balance","min_Standard","Corr.Val","lon","lat","NewLocation","doy","region","June","July","June15July15","doy162to202","Tpupal","J","JJTave","time.per","seas","siteID","YrSite","region.lab","syear.int","syear.slope","fyear.int","fyear.slope"
"260","4800","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",22.4,18.83,"na",3.12,"3.12","IMG_4800",87.44045,121.153414,208,17,234,40,0.581683433,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"261","4801","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",24,20.6,"na",2.08,"2.08","IMG_4801",89.318261,137.008081,213,29,231,54,0.531027791,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"262","4802","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",22.69,20.21,"na",2.48,"2.48","IMG_4802",50.151168,118.35618,239,8,236,27,0.562889091,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"263","4803","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",22.93,19.37,"na",2.72,"2.72","IMG_4803",53.833568,121.917473,209,22,230,31,0.543128276,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"264","4804","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",23.79,20.15,"na",3.12,"3.12","IMG_4804",47.820788,121.809622,185,36,223,7,0.468473972,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"265","4805","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",22.42,18.92,"na",2.4,"2.4","IMG_4805",65.779924,149.177811,237,25,240,34,0.440884413,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"266","4806","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",22.65,18.48,"na",2.72,"2.72","IMG_4806",55.067794,117.482463,233,14,228,30,0.558169379,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"267","4807","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"10",2013,"M",22.85,18.9,"na",2.24,"2.24","IMG_4807",75.630193,123.873544,209,21,234,43,0.576578304,-105.8765172,39.6574529,"EisenhowerTunnel",221,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0899470899471,221,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"268","4809","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"11",2013,"M",21.42,19.05,"na",2.24,"2.24","IMG_4809",80.34707,129.558935,227,26,232,31,0.50965704,-105.8765172,39.6574529,"EisenhowerTunnel",222,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0634920634921,222,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"269","4810","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"11",2013,"M",22.14,19.3,"na",2.72,"2.72","IMG_4810",80.036075,142.351767,239,36,242,22,0.452946514,-105.8765172,39.6574529,"EisenhowerTunnel",222,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0634920634921,222,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"270","4811","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"11",2013,"M",22.33,18.89,"na",NA,"NaN","IMG_4811",94.065307,154.421602,224,31,238,47,0.437583236,-105.8765172,39.6574529,"EisenhowerTunnel",222,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0634920634921,222,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"271","4812","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"11",2013,"M",23.41,19.94,"na",3.04,"3.04","IMG_4812",87.815025,137.427755,254,26,234,44,0.508274974,-105.8765172,39.6574529,"EisenhowerTunnel",222,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0634920634921,222,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"272","4813","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"11",2013,"M",22.77,19.51,"na",2.72,"2.72","IMG_4813",64.865523,124.817638,206,19,225,30,0.513755703,-105.8765172,39.6574529,"EisenhowerTunnel",222,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0634920634921,222,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"273","4814","JS","Colorado","Summit","LovelandPass",39.6574529,-105.8765172,"NaN",3589.33,7,8,"11",2013,"M",23.39,19.13,"na",2.48,"2.48","IMG_4814",75.631018,122.289585,208,26,218,18,0.478552075,-105.8765172,39.6574529,"EisenhowerTunnel",222,1,0,10.2777777777778,10.7592592592593,12.2628726287263,12.0634920634921,222,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"274","4816","JS","Colorado","Summit","LovelandPass",39.6599639,-105.8783197,"11900",3621.52,4,8,"16",2013,"M",22.34,19.3,"na",2.16,"2.16","IMG_4816",71.428167,124.518476,211,28,241,21,0.529461473,-105.8783197,39.6599639,"EisenhowerTunnel",227,1,0,10.2777777777778,10.7592592592593,12.2628726287263,11.1507936507937,227,5.1388888888889,"post 1980","late",16,"201316","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"275","4619","JS","Colorado","Lake","MtMassive",39.1883429,-106.4452223,"NaN",3653.25,7,8,"1",1982,"M",22.96,18.97,"17.43",2.24,"2.24","IMG_4619",57.395103,132.448417,209,20,231,38,0.510629964,-106.4452223,39.1883429,"MtMassive",212,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,10.9656084656085,212,6.80555555555557,"post 1980","late",22,"198222","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"276","4614","JS","Colorado","Hinsdale","CrystalPeak",38.964714,-106.79976,"NaN",3654.71,6,7,"18",1981,"M",22.37,17.93,"na",2.72,"2.72","IMG_4614",63.412283,137.702681,223,27,235,48,0.520306519,-106.79976,38.964714,"CrystalPeak",198,1,5,11.3888888888889,10.1018518518518,11.3075880758808,12.4338624338624,198,8.19444444444445,"post 1980","early",23,"198123","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"277","4616","JS","Colorado","Hinsdale","CrystalPeak",38.964714,-106.79976,"NaN",3654.71,6,7,"18",1981,"M",23.15,17.82,"na",2.48,"2.48","IMG_4616",66.437233,126.671448,219,26,240,46,0.584167794,-106.79976,38.964714,"CrystalPeak",198,1,5,11.3888888888889,10.1018518518518,11.3075880758808,12.4338624338624,198,8.19444444444445,"post 1980","early",23,"198123","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"278","4669","JS","Colorado","Summit","WhaleMnt",39.481216,-105.8930943,"NaN",3751.92,8,8,"20",1983,"M",23,18.64,"na",2.4,"2.4","IMG_4669",69.400548,118.658015,203,21,229,44,0.596443162,-105.8930943,39.481216,"WhaleMnt",231,1,2.5,10.8333333333333,6.21296296296296,10.0067750677507,11.4550264550264,231,6.66666666666665,"post 1980","late",24,"198324","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"279","4670","JS","Colorado","Summit","WhaleMnt",39.481216,-105.8930943,"NaN",3751.92,8,8,"20",1983,"M",20.83,18.43,"na",2.96,"2.96","IMG_4670",65.632098,125.427804,206,22,229,44,0.559849708,-105.8930943,39.481216,"WhaleMnt",231,1,2.5,10.8333333333333,6.21296296296296,10.0067750677507,11.4550264550264,231,6.66666666666665,"post 1980","late",24,"198324","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"280","4671","JS","Colorado","Summit","WhaleMnt",39.481216,-105.8930943,"NaN",3751.92,8,8,"20",1983,"M",22.73,19.53,"na",2.24,"2.24","IMG_4671",59.81054,108.614821,211,17,229,28,0.598931239,-105.8930943,39.481216,"WhaleMnt",231,1,2.5,10.8333333333333,6.21296296296296,10.0067750677507,11.4550264550264,231,6.66666666666665,"post 1980","late",24,"198324","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"281","4672","JS","Colorado","Summit","WhaleMnt",39.481216,-105.8930943,"NaN",3751.92,8,8,"20",1983,"M",21.85,18.83,"na",2.48,"2.48","IMG_4672",55.851916,127.829132,223,17,237,40,0.554166843,-105.8930943,39.481216,"WhaleMnt",231,1,2.5,10.8333333333333,6.21296296296296,10.0067750677507,11.4550264550264,231,6.66666666666665,"post 1980","late",24,"198324","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"282","4675","JS","Colorado","Summit","McCulloughGulch",39.481216,-105.8930943,"NaN",3751.92,8,7,"21",1988,"M",22.11,17.79,"na",2.88,"2.88","IMG_4675",53.136769,137.785383,208,25,230,35,0.472895472,-105.8930943,39.481216,"WhaleMnt",202,1,-2.22222222222222,8.88888888888889,7.26851851851852,9.93224932249323,10.952380952381,202,3.33333333333333,"post 1980","late",24,"198824","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"283","4676","JS","Colorado","Summit","McCulloughGulch",39.481216,-105.8930943,"NaN",3751.92,8,7,"21",1988,"M",21.4,18.02,"na",1.6,"1.6","IMG_4676",61.445157,125.703128,242,21,234,39,0.555368574,-105.8930943,39.481216,"WhaleMnt",202,1,-2.22222222222222,8.88888888888889,7.26851851851852,9.93224932249323,10.952380952381,202,3.33333333333333,"post 1980","late",24,"198824","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"284","4677","JS","Colorado","Summit","McCulloughGulch",39.481216,-105.8930943,"NaN",3751.92,8,7,"21",1988,"M",20.37,17.64,"na",2.32,"2.32","IMG_4677",62.116133,143.292237,217,33,244,41,0.496097355,-105.8930943,39.481216,"WhaleMnt",202,1,-2.22222222222222,8.88888888888889,7.26851851851852,9.93224932249323,10.952380952381,202,3.33333333333333,"post 1980","late",24,"198824","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"285","4678","JS","Colorado","Summit","McCulloughGulch",39.481216,-105.8930943,"NaN",3751.92,8,7,"21",1988,"M",23.25,18.23,"na",2.96,"2.96","IMG_4678",59.046566,147.290788,228,36,248,25,0.451610816,-105.8930943,39.481216,"WhaleMnt",202,1,-2.22222222222222,8.88888888888889,7.26851851851852,9.93224932249323,10.952380952381,202,3.33333333333333,"post 1980","late",24,"198824","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"286","4612","JS","Colorado","Hinsdale","AmericanBasin",37.90833,-107.518392,"NaN",3760.93,6,7,"19",1981,"M",24.35,18.39,"19.31",2.64,"2.64","IMG_4612",56.405813,126.179995,225,19,238,38,0.559100025,-107.518392,37.90833,"AmericanBasin",199,1,5,11.3888888888889,10.1018518518518,11.3075880758808,12.3280423280423,199,8.19444444444445,"post 1980","early",25,"198125","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"287","4665","JS","Colorado","Park","HorseshoeMt",39.1839612,-106.192895,"NaN",3877.95,7,7,"21",1993,"M",25.7,22.27,"na",2.96,"2.96","IMG_4665",56.086794,135.174607,240,25,231,35,0.488905066,-106.192895,39.1839612,"HorseshoeMt",201,1,8.33333333333333,11.6666666666667,7.12037037037037,9.41056910569106,9.60317460317461,201,10,"post 1980","late",26,"199326","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"288","4655","JS","Colorado","Park","MosquitoPass",39.286892,-106.1793095,"NaN",3932.64,7,7,"31",1982,"M",23.3,18.36,"na",2.48,"2.48","IMG_4655",54.619606,115.489703,189,14,222,26,0.543419883,-106.1793095,39.286892,"MosquitoPass",211,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,10.7936507936508,211,6.80555555555557,"post 1980","late",27,"198227","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"289","4656","JS","Colorado","Park","MosquitoPass",39.286892,-106.1793095,"NaN",3932.64,7,7,"31",1982,"M",23.34,18.42,"na",1.84,"1.84","IMG_4656",51.646041,118.780836,197,17,227,35,0.563641479,-106.1793095,39.286892,"MosquitoPass",211,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,10.7936507936508,211,6.80555555555557,"post 1980","late",27,"198227","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"290","4657","JS","Colorado","Park","MosquitoPass",39.286892,-106.1793095,"NaN",3932.64,7,7,"31",1982,"M",23.75,18.44,"na",2.64,"2.64","IMG_4657",57.053924,135.605058,255,20,232,36,0.491810929,-106.1793095,39.286892,"MosquitoPass",211,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,10.7936507936508,211,6.80555555555557,"post 1980","late",27,"198227","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"291","4658","JS","Colorado","Park","MosquitoPass",39.286892,-106.1793095,"NaN",3932.64,7,7,"31",1982,"M",24.48,20.32,"na",2.56,"2.56","IMG_4658",51.145261,124.217088,211,19,222,29,0.506647212,-106.1793095,39.286892,"MosquitoPass",211,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,10.7936507936508,211,6.80555555555557,"post 1980","late",27,"198227","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"292","4660","JS","Colorado","Park","MtSherman",39.225871,-106.1675329,"NaN",4243.44,8,7,"21",1993,"M",24.57,19.97,"na",2,"2","IMG_4660",51.57519,145.587011,207,19,229,34,0.427758918,-106.1675329,39.225871,"HorseshoeMt",201,1,8.33333333333333,11.6666666666667,7.12037037037037,9.41056910569106,9.60317460317461,201,10,"post 1980","late",26,"199326","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"293","4661","JS","Colorado","Park","MtSherman",39.225871,-106.1675329,"NaN",4243.44,8,7,"21",1993,"M",22.33,19.22,"na",2.56,"2.56","IMG_4661",51.592729,126.172274,199,20,223,33,0.509619611,-106.1675329,39.225871,"HorseshoeMt",201,1,8.33333333333333,11.6666666666667,7.12037037037037,9.41056910569106,9.60317460317461,201,10,"post 1980","late",26,"199326","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"294","4662","JS","Colorado","Park","MtSherman",39.225871,-106.1675329,"NaN",4243.44,8,7,"21",1993,"M",22.56,19.26,"na",2.88,"2.88","IMG_4662",53.562567,126.139559,230,17,228,38,0.536107584,-106.1675329,39.225871,"HorseshoeMt",201,1,8.33333333333333,11.6666666666667,7.12037037037037,9.41056910569106,9.60317460317461,201,10,"post 1980","late",26,"199326","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"295","4663","JS","Colorado","Park","MtSherman",39.225871,-106.1675329,"NaN",4243.44,8,7,"21",1993,"M",21.9,18.94,"na",NA,"","IMG_4663",59.129824,125.442952,192,31,227,14,0.476793653,-106.1675329,39.225871,"HorseshoeMt",201,1,8.33333333333333,11.6666666666667,7.12037037037037,9.41056910569106,9.60317460317461,201,10,"post 1980","late",26,"199326","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"305","4508","MW","Alberta","NaN","JasperPark",52.873383,-117.954294,"NaN",1958.03,6,7,"18",1982,"M",24.56,18.43,"18.4",1.52,"2.47","IMG_4508",74.606123,169.548317,251,32,253,25,0.366016154,-117.954294,52.873383,"JasperPark",198,3,10.5,13,9.86206896551724,10.7625,9.85714285714286,198,11.75,"post 1980","early",28,"198228","Canadian RM",NA,NA,NA,NA
"306","4516","MW","Alberta","NaN","JasperPark",52.873383,-117.954294,"NaN",1958.03,6,7,"16",1982,"M",20.78,18.2,"17.16",1.52,"2.47","IMG_4516",95.244266,175.979611,246,33,252,19,0.326267764,-117.954294,52.873383,"JasperPark",196,3,10.5,13,9.86206896551724,10.7625,10.2619047619048,196,11.75,"post 1980","early",28,"198228","Canadian RM",NA,NA,NA,NA
"309","4496","MW","Colorado","Gunnison","CumberlandPass",38.689162,-106.484194,"3657.6",3667.66,4,7,"13",1985,"M",21.94,19.3,"16.97",1.52,"2.47","IMG_4496",33.200702,160.969923,235,16,248,11,0.367215515,-106.484194,38.689162,"CumberlandPass",193,1,3.61111111111111,10,9.16666666666666,10.2623456790123,10.3042328042328,193,6.80555555555556,"post 1980","early",17,"198517","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"310","4504","MW","Colorado","Gunnison","CumberlandPass",38.689162,-106.484194,"3657.6",3667.66,4,7,"13",1985,"M",20.32,17.52,"17",1.44,"2.34","IMG_4504",53.427617,144.58846,246,17,244,19,0.441829067,-106.484194,38.689162,"CumberlandPass",193,1,3.61111111111111,10,9.16666666666666,10.2623456790123,10.3042328042328,193,6.80555555555556,"post 1980","early",17,"198517","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"313","4512","MW","Colorado","Hinsdale","Umcompahre",38.068824,-107.4370263,"4084.32",3686.64,6,8,"1",1982,"M",20.73,16.43,"15.21",1.12,"1.82","IMG_4512",115.775311,218.784489,255,54,255,16,0.151529335,-107.4370263,38.068824,"NellieCreek",212,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,10.9656084656085,212,6.80555555555557,"post 1980","late",29,"198229","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"315","4526","MW","Colorado","Hinsdale","Umcompahre",38.068824,-107.4370263,"4084.32",3686.64,6,7,"21",1981,"M",20.93,17.64,"16.56",1.28,"2.08","IMG_4526",78.554634,191.058751,247,30,253,25,0.271672145,-107.4370263,38.068824,"NellieCreek",201,1,5,11.3888888888889,10.1018518518518,11.3075880758808,11.9973544973545,201,8.19444444444445,"post 1980","late",29,"198129","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"316","4532","MW","Colorado","Hinsdale","Umcompahre",38.068824,-107.4370263,"4084.32",3686.64,6,7,"24",1988,"M",23.09,18,"17.66",1.28,"2.08","IMG_4532",136.783973,207.402844,255,52,255,42,0.223460826,-107.4370263,38.068824,"NellieCreek",205,1,-2.22222222222222,8.88888888888889,7.26851851851852,9.93224932249323,11.005291005291,205,3.33333333333333,"post 1980","late",29,"198829","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"317","4530","MW","Colorado","Lake","IndependencePass",39.108879,-106.563919,"NaN",3688.85,5,7,"23",1982,"M",21.49,19,"19.05",1.6,"2.6","IMG_4530",72.229758,161.569081,233,23,242,7,0.34225923,-106.563919,39.108879,"IndependencePass",203,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,9.62962962962963,203,6.80555555555557,"post 1980","late",30,"198230","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"318","4520","MW","Colorado","Park","MosquitoPassRd",39.2977196,-106.1885363,"3810",3819.09,7,7,"22",1980,"M",24.44,18.36,"17.53",1.52,"2.47","IMG_4520",68.200157,148.365565,220,20,237,25,0.418086958,-106.1885363,39.2977196,"MosquitoPass",203,1,NA,12.2222222222222,NA,12.8174603174603,12.3784722222222,203,NA,"pre 1980","late",27,"198027","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"319","4494","MW","Colorado","Park","HorseshoeMt",39.180302,-106.1910926,"NaN",3880.71,6,7,"22",1982,"M",19.93,16.89,"18.18",1.76,"2.86","IMG_4494",62.135201,183.462074,245,52,247,13,0.271529598,-106.1910926,39.180302,"HorseshoeMt",202,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,9.44444444444445,202,6.80555555555557,"post 1980","late",26,"198226","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"320","4502","MW","Colorado","Park","HorseshoeMt",39.180302,-106.1910926,"NaN",3880.71,6,7,"22",1982,"M",20.86,17.09,"19.2",1.68,"2.73","IMG_4502",3.803932,175.779912,237,40,250,0,0.296880352,-106.1910926,39.180302,"HorseshoeMt",202,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,9.44444444444445,202,6.80555555555557,"post 1980","late",26,"198226","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"321","4510","MW","Colorado","Park","HorseshoeMt",39.180302,-106.1910926,"NaN",3880.71,6,7,"22",1982,"M",21.84,18.33,"16.73",1.44,"2.34","IMG_4510",63.565247,173.13993,240,35,248,0,0.301855121,-106.1910926,39.180302,"HorseshoeMt",202,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,9.44444444444445,202,6.80555555555557,"post 1980","late",26,"198226","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"322","4518","MW","Colorado","Park","HorseshoeMt",39.180302,-106.1910926,"NaN",3880.71,6,7,"22",1982,"M",23.09,18.32,"18.58",1.76,"2.86","IMG_4518",80.512094,177.568349,255,37,252,12,0.310131879,-106.1910926,39.180302,"HorseshoeMt",202,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,9.44444444444445,202,6.80555555555557,"post 1980","late",26,"198226","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"323","4524","MW","Colorado","Park","HorseshoeMt",39.180302,-106.1910926,"NaN",3880.71,6,7,"22",1982,"M",23.65,18.21,"18.1",0.96,"1.56","IMG_4524",50.937151,160.749469,224,48,237,13,0.340404156,-106.1910926,39.180302,"HorseshoeMt",202,1,3.33333333333333,10.2777777777778,6.30555555555556,8.7940379403794,9.44444444444445,202,6.80555555555557,"post 1980","late",26,"198226","Southern RM",-62.85080363866,0.0426544224356919,-40.2894803749491,0.0213834828233669
"324","2761","UF","Alberta","NaN","CardiNaNl_River",52.8238906,-116.786965,"NaN",1429.28,7,7,"11",1984,"M",17.32,15.86,"17.16",1.52,"2.47","IMG_2761",71.052234,150.323385,229,33,235,26,0.405151268,-116.786965,52.8238906,"CardiNaNl_River",192,3,3,7,7.46666666666667,9.75609756097561,8.66666666666667,192,5,"post 1980","early",31,"198431","Canadian RM",NA,NA,NA,NA
"325","2771","UF","Alberta","NaN","CardiNaNl_River",52.8238906,-116.786965,"NaN",1429.28,7,7,"11",1984,"M",18.71,17.64,"16.62",0.96,"1.56","IMG_2771",68.951139,156.834786,234,26,240,18,0.374618081,-116.786965,52.8238906,"CardiNaNl_River",192,3,3,7,7.46666666666667,9.75609756097561,8.66666666666667,192,5,"post 1980","early",31,"198431","Canadian RM",NA,NA,NA,NA
"326","2787","UF","Alberta","NaN","CardiNaNl_River",52.8238906,-116.786965,"NaN",1429.28,7,7,"12",1984,"M",18.87,15.93,"14.6",1.92,"3.12","IMG_2787",78.038198,152.480062,224,25,242,58,0.486521402,-116.786965,52.8238906,"CardiNaNl_River",193,3,3,7,7.46666666666667,9.75609756097561,8.59523809523809,193,5,"post 1980","early",31,"198431","Canadian RM",NA,NA,NA,NA
"330","2765","UF","Alberta","Canmor","Whiteman_Pass",51.1244937,-115.4264649,"NaN",1456.13,7,7,"26",1963,"M",20.36,17.73,"15.84",1.84,"2.99","IMG_2765",68.847811,160.82834,221,27,236,31,0.366691024,-115.4264649,51.1244937,"Whiteman_Pass",206,3,NA,NA,NA,NA,NA,206,NA,"pre 1980","late",32,"196332","Canadian RM",NA,NA,NA,NA
"333","2746","UF","Alberta","NaN","Caddmun",53.0200825,-117.3368287,"NaN",1605.37,7,7,"23",1978,"M",17.42,15.86,"14.04",1.28,"2.08","IMG_2746",82.83982,153.119645,252,22,246,37,0.444403612,-117.3368287,53.0200825,"Caddmun",203,3,9,11.5,10.4333333333333,10.5853658536585,12.2380952380952,203,10.25,"pre 1980","late",33,"197833","Canadian RM",NA,NA,NA,NA
"334","2706","UF","Alberta","NaN","Cadomin",53.0200825,-117.3368287,"NaN",1605.37,7,7,"5",1980,"M",19.49,16.92,"15.4",1.68,"2.73","IMG_2706",73.504432,162.201954,224,29,238,37,0.377104706,-117.3368287,53.0200825,"Caddmun",186,3,5.5,11,8.76666666666667,10.8536585365854,10.9047619047619,186,8.25,"pre 1980","early",33,"198033","Canadian RM",NA,NA,NA,NA
"335","2708","UF","Alberta","NaN","Cadomin",53.0200825,-117.3368287,"NaN",1605.37,7,7,"5",1980,"M",20.82,17.97,"16.83",1.28,"2.08","IMG_2708",86.952606,163.594919,234,38,248,55,0.437332026,-117.3368287,53.0200825,"Caddmun",186,3,5.5,11,8.76666666666667,10.8536585365854,10.9047619047619,186,8.25,"pre 1980","early",33,"198033","Canadian RM",NA,NA,NA,NA
"336","2835","UF","Alberta","NaN","Cadomin",53.0200825,-117.3368287,"NaN",1605.37,7,7,"8",1980,"M",19.82,18.06,"16.35",1.68,"2.73","IMG_2835",90.335526,156.37917,231,21,251,25,0.418676239,-117.3368287,53.0200825,"Caddmun",189,3,5.5,11,8.76666666666667,10.8536585365854,10.6666666666667,189,8.25,"pre 1980","early",33,"198033","Canadian RM",NA,NA,NA,NA
"338","2710","UF","Alberta","NaN","Bow_River_Forest",51.1778847,-115.5549524,"NaN",1634.42,7,8,"15",1971,"M",19.98,17.18,"16.18",1.68,"2.73","IMG_2710",76.227955,159.705918,245,24,233,60,0.423665214,-115.5549524,51.1778847,"Bow_River_Forest",226,3,8.1,10.6,8.05,9.79756097560976,15.0083333333333,226,9.35,"pre 1980","late",34,"197134","Canadian RM",NA,NA,NA,NA
